INSEE_COM;Annee;NbMaisonsVendues;NbAppartsVendus;PrixMoyen;Prixm2Moyen;SurfaceMoy;;PrixMoyenGen
35300;2021;26;0;161332,31;1669,92;99,92;;
35302;2018;10;0;140606,00;1376,70;98,80;;
35302;2019;15;0;103829,60;1244,40;82,67;;
35302;2020;15;0;170660,00;1539,67;116,20;;
35302;2021;15;0;148593,13;1412,67;102,33;;
35304;2018;16;0;135793,80;1237,75;102,94;;
35304;2019;20;0;133585,00;1306,20;98,75;;
35304;2020;12;1;149868,00;1369,15;109,23;;
35304;2021;12;0;160117,92;1720,33;94,17;;
35305;2018;7;0;147057,10;1505,57;94,71;;
35305;2019;3;0;156630,00;1327,33;106,00;;
35305;2020;4;0;140000,00;1678,75;87,75;;
35305;2021;7;0;161342,86;1595,57;111,43;;
35306;2018;26;1;219853,70;2111,04;109,22;;
35306;2019;24;0;212996,75;2006,00;105,25;;
35306;2020;35;0;241817,20;2424,14;99,89;;
35306;2021;28;0;264548,21;2624,18;106,68;;
35307;2018;8;0;141986,20;1220,50;113,75;;
35307;2019;7;0;136017,14;1429,71;95,14;;
35307;2020;13;0;164389,50;1495,00;115,85;;
35307;2021;14;0;160118,71;1578,29;101,71;;
35308;2018;71;1;133894,90;1365,85;96,26;;
35308;2019;62;1;148070,59;1433,70;102,90;;
35308;2020;64;1;142778,90;1514,97;97,95;;
35308;2021;77;2;170134,30;1810,86;94,91;;
35309;2018;9;0;120355,10;1143,89;102,44;;
35309;2019;9;0;140426,67;1344,00;101,33;;
35309;2020;9;0;165784,40;1571,67;107,44;;
35309;2021;16;0;182695,00;1619,06;115,94;;
35310;2018;8;0;148418,80;1462,00;105,75;;
35310;2019;13;0;162122,31;1423,31;114,08;;
35310;2020;10;0;201550,00;1526,70;129,70;;
35310;2021;16;0;194653,13;1550,13;128,06;;
35311;2018;4;0;108504,50;1112,00;92,50;;
35311;2019;12;0;102608,33;1215,00;86,58;;
35311;2020;11;0;101876,80;1186,09;83,00;;
35311;2021;10;0;112663,50;1514,70;69,50;;
35312;2018;20;0;172790,00;1717,35;99,00;;
35312;2019;28;0;124740,71;1512,61;81,93;;
35312;2020;40;0;169765,40;1741,53;95,15;;
35312;2021;30;0;197356,87;1966,43;102,00;;
35314;2018;16;0;285827,20;3621,31;77,81;;
35314;2019;16;1;281330,59;2904,47;102,00;;
35314;2020;14;1;281278,70;3156,13;92,47;;
35314;2021;21;0;351036,00;3932,24;92,14;;
35315;2018;9;0;249954,70;2229,67;109,33;;
35315;2019;14;0;221856,43;2078,21;109,00;;
35315;2020;17;1;203098,30;2106,56;97,17;;
35315;2021;18;1;262799,32;2555,95;105,05;;
35316;2018;12;0;100424,70;1118,67;93,17;;
35316;2019;13;0;100905,62;1090,46;90,77;;
35316;2020;19;0;112063,70;1137,21;104,16;;
35316;2021;17;0;130128,24;1141,82;112,71;;
35317;2018;5;0;189600,00;1762,00;110,40;;
35317;2019;9;0;146593,44;1624,67;89,67;;
35317;2020;8;0;185070,20;1597,38;118,63;;
35317;2021;7;0;175285,71;2238,00;81,57;;
35318;2018;14;0;152000,00;1630,29;99,64;;
35318;2019;9;0;186151,11;2369,89;102,22;;
35318;2020;14;0;193029,30;1898,50;102,07;;
35318;2021;20;0;234396,40;2222,60;108,65;;
35319;2018;23;5;153360,70;1629,46;95,50;;
35319;2019;26;3;173350,38;1793,69;100,10;;
35319;2020;24;7;171825,50;1894,39;92,81;;
35319;2021;30;7;186104,86;2111,43;88,54;;
35320;2018;10;0;144350,00;1414,40;111,50;;
35320;2019;9;0;173016,67;1542,56;124,22;;
35320;2020;7;1;170058,10;1231,38;129,13;;
35320;2021;5;0;210839,80;2101,60;101,20;;
35321;2018;10;0;140975,60;1554,00;91,60;;
35321;2019;6;0;152270,00;1505,00;95,50;;
35321;2020;3;0;163333,30;1188,67;129,33;;
35321;2021;10;0;180200,00;1651,50;104,80;;
35322;2018;16;0;177686,90;1453,75;122,06;;
35322;2019;20;0;149174,95;1426,55;110,85;;
35322;2020;13;0;175322,30;1698,69;105,54;;
35322;2021;25;0;180448,56;1759,48;103,84;;
35324;2018;4;0;125925,00;1041,50;119,50;;
35324;2019;3;0;83333,33;1011,33;75,67;;
35324;2020;4;0;115750,00;1359,75;83,25;;
35324;2021;4;0;228075,00;1484,00;148,75;;
35325;2018;1;0;130000,00;1806,00;72,00;;
35325;2019;1;0;124000,00;1181,00;105,00;;
35325;2020;2;0;204000,00;1342,50;153,00;;
35326;2018;26;1;164207,40;1615,19;105,59;;
35326;2019;32;0;156353,13;1413,25;107,03;;
35326;2020;32;3;156970,60;1636,06;97,46;;
35326;2021;30;2;172980,16;1794,22;99,34;;
35327;2018;24;6;193929,70;2098,67;95,60;;
35327;2019;40;10;171899,00;1977,84;88,74;;
35327;2020;32;12;204001,70;2211,18;96,11;;
35327;2021;59;11;281029,86;2534,76;112,99;;
35328;2018;40;0;112549,00;1127,93;99,60;;
35328;2019;29;0;101398,31;1076,66;95,90;;
35328;2020;23;0;125832,40;1295,87;99,61;;
35328;2021;22;0;123409,73;1336,95;93,86;;
35329;2018;9;0;77505,33;1076,56;71,78;;
35329;2019;6;0;95500,00;784,50;114,67;;
35329;2020;16;0;105537,50;976,69;110,81;;
35329;2021;12;0;152383,33;1542,17;101,67;;
35330;2018;11;0;149689,00;1283,27;120,64;;
35330;2019;11;0;110395,00;1212,82;91,73;;
35330;2020;17;0;138545,30;1355,41;103,47;;
35330;2021;15;1;160635,13;1670,88;97,25;;
35331;2018;22;0;168293,50;1829,27;92,50;;
35331;2019;29;0;176884,69;1694,90;104,34;;
35331;2020;23;3;192281,70;1931,85;99,58;;
35331;2021;31;2;208348,82;2133,85;99,15;;
35332;2018;24;0;83912,25;937,25;91,17;;
35332;2019;18;0;105389,44;1112,72;99,06;;
35332;2020;22;0;113681,40;1134,05;100,27;;
35332;2021;24;0;103661,25;1255,54;83,38;;
35333;2018;20;0;155232,60;1496,70;106,10;;
35333;2019;21;0;170326,57;1708,24;97,71;;
35333;2020;20;0;151400,00;1487,85;100,90;;
35333;2021;25;0;190887,00;1660,60;113,52;;
35334;2018;64;42;229211,10;2509,12;92,99;;
35334;2019;63;34;262987,81;2647,95;99,67;;
35334;2020;49;37;249686,10;2756,57;91,00;;
35334;2021;72;32;303617,42;2988,07;102,52;;
35335;2018;7;0;150142,90;1245,86;128,14;;
35335;2019;10;0;116270,00;1061,90;107,50;;
35335;2020;9;0;183200,00;1345,89;107,44;;
35335;2021;19;0;157034,47;1421,11;110,32;;
35336;2018;1;0;65000,00;1066,00;61,00;;
35336;2019;3;0;95000,00;1652,33;59,33;;
35336;2020;5;0;63600,00;835,00;70,40;;
35336;2021;2;0;96500,00;836,00;97,50;;
35337;2018;39;7;174906,40;1893,54;95,87;;
35337;2019;46;7;155623,02;1726,04;91,83;;
35337;2020;34;11;184791,60;1919,02;98,04;;
35337;2021;50;9;191069,68;2048,15;98,98;;
35338;2018;13;0;133199,30;1379,69;98,92;;
35338;2019;14;0;135435,71;1380,07;94,57;;
35338;2020;12;0;155806,80;1595,50;99,25;;
35338;2021;6;1;361817,14;2776,57;106,43;;
35339;2018;11;0;82130,73;1008,00;81,27;;
35339;2019;12;0;101811,67;1142,25;103,33;;
35339;2020;10;0;98294,50;1964,30;78,50;;
35339;2021;8;0;79875,00;928,50;88,75;;
35340;2018;1;0;125000,00;2273,00;55,00;;
35340;2019;7;0;163285,71;1646,14;104,43;;
35340;2020;10;0;167910,00;1500,20;109,30;;
35340;2021;19;0;204289,47;1973,84;108,42;;
35342;2018;3;0;153003,30;1688,67;87,00;;
35342;2019;2;0;100500,00;1629,00;57,50;;
35342;2020;4;0;113750,00;1625,00;69,25;;
35342;2021;7;0;180714,29;2171,14;90,14;;
35343;2018;17;0;113379,60;1205,65;91,12;;
35343;2019;18;0;121737,78;1278,61;99,89;;
35343;2020;15;0;148480,00;1402,13;110,00;;
35343;2021;22;0;154737,05;1509,18;99,95;;
35345;2018;5;0;85290,80;1215,80;73,60;;
35345;2019;15;0;145190,27;1304,40;105,40;;
35345;2020;13;0;143359,20;1299,31;109,77;;
35345;2021;22;0;186002,55;1899,95;96,55;;
35346;2018;2;0;145000,00;977,00;146,50;;
35346;2019;2;0;140175,00;1362,00;102,50;;
35346;2020;2;0;177900,00;1236,50;143,00;;
35346;2021;1;0;150700,00;1693,00;89,00;;
35347;2018;23;1;152401,40;1433,67;109,83;;
35347;2019;33;1;168347,29;1830,18;98,00;;
35347;2020;36;1;152519,80;1500,11;99,51;;
35347;2021;38;0;151290,47;1493,29;102,26;;
35350;2018;3;0;89133,33;998,67;90,00;;
35350;2019;6;0;148981,33;1490,17;97,67;;
35350;2020;4;0;76000,00;1276,50;62,00;;
35350;2021;4;0;187125,00;1174,25;170,00;;
35351;2018;17;0;179518,50;1697,29;109,06;;
35351;2019;19;0;169763,16;1591,42;113,16;;
35351;2020;21;0;189378,60;1904,81;100,43;;
35351;2021;13;0;173882,92;1791,00;98,38;;
35352;2018;71;20;249622,60;2248,08;112,27;;
35352;2019;89;49;234837,98;2410,88;96,91;;
35352;2020;56;23;246590,90;2473,76;100,20;;
35352;2021;86;39;304350,10;2858,07;106,07;;
35353;2018;39;26;236904,90;2452,09;98,37;;
35353;2019;38;53;206681,53;2298,52;89,44;;
35353;2020;36;37;225472,00;2654,43;86,16;;
35353;2021;47;65;232798,14;2692,30;87,30;;
35354;2018;2;0;99900,00;989,50;100,00;;
35354;2020;3;0;158908,30;2201,00;75,00;;
35354;2021;11;0;128981,55;1180,09;105,45;;
35355;2018;13;0;134948,70;1559,15;89,08;;
35355;2019;29;0;127595,17;1349,10;92,66;;
35355;2020;15;0;184501,40;1526,73;117,27;;
35355;2021;24;0;146330,04;1870,38;102,63;;
35356;2018;18;1;214018,30;1954,05;113,63;;
35356;2019;18;1;246687,26;1969,53;125,89;;
35356;2020;28;1;249030,80;2014,41;122,66;;
35356;2021;24;1;248984,60;2098,24;120,20;;
35357;2019;5;0;128400,00;1202,40;119,80;;
35357;2020;3;0;118333,30;1008,33;119,67;;
35357;2021;5;0;124412,00;1336,80;90,60;;
35358;2018;23;0;194331,70;1863,70;102,65;;
35358;2019;21;0;240022,14;2081,33;116,57;;
35358;2020;17;0;214856,50;2129,29;104,00;;
35358;2021;13;0;216568,08;2640,85;89,85;;
35359;2018;3;0;206300,00;1289,33;154,67;;
35359;2019;12;0;130302,42;1222,42;105,08;;
35359;2020;13;0;115221,40;1145,69;96,46;;
35359;2021;12;0;139975,08;1690,08;92,92;;
35360;2018;137;69;191357,80;2008,74;96,26;;
35360;2019;146;89;186365,97;2104,37;90,23;;
35360;2020;158;103;198870,70;2201,67;93,77;;
35360;2021;162;103;209360,49;2453,62;90,51;;
35361;2018;24;0;164618,80;1692,29;104,25;;
35361;2019;25;0;187750,60;1783,80;107,72;;
35361;2020;18;0;172707,90;1676,39;103,61;;
35361;2021;23;0;207766,74;2155,74;102,17;;
35362;2018;18;2;127260,00;1556,25;88,90;;
35362;2019;14;0;181456,00;1705,29;110,50;;
35362;2020;22;4;147881,90;1697,54;88,88;;
35362;2021;22;3;156667,40;1860,84;82,96;;
35363;2018;31;18;197600,90;2117,45;93,67;;
35363;2019;32;25;196849,60;2198,19;91,47;;
35363;2020;43;19;205823,60;2249,60;91,16;;
35363;2021;35;22;254921,47;2874,67;89,70;;
56001;2018;31;0;113480,80;1159,26;103,87;;
56001;2019;41;1;143296,19;1319,19;105,81;;
56001;2020;40;2;152492,50;1437,98;107,67;;
56001;2021;42;0;162585,70;1513,95;111,31;;
56002;2018;34;1;202792,20;2046,23;104,11;;
56002;2019;43;4;190108,09;2066,21;92,32;;
56002;2020;40;4;228393,90;2309,11;97,77;;
56002;2021;49;2;280759,20;2751,69;105,45;;
56003;2018;60;14;449280,90;3790,39;116,08;;
56003;2019;67;29;364662,99;3279,68;110,83;;
56003;2020;64;22;472742,50;3667,71;120,14;;
56003;2021;56;21;563143,80;4659,35;115,14;;
56004;2018;36;2;150663,70;1921,92;83,29;;
56004;2019;35;2;144515,05;1811,32;85,05;;
56004;2020;33;3;176167,90;2211,81;79,94;;
56004;2021;34;4;163669,70;2429,37;74,11;;
56005;2018;70;57;261524,30;3635,24;75,71;;
56005;2019;82;69;301514,55;3976,71;75,03;;
56005;2020;78;85;315399,30;4347,99;69,73;;
56005;2021;70;87;321944,30;4667,61;67,55;;
56006;2018;13;0;107935,40;1176,54;93,77;;
56006;2019;7;0;92900,00;1012,57;99,00;;
56006;2020;18;0;100110,00;1154,06;98,17;;
56006;2021;12;0;134598,40;1433,83;95,33;;
56007;2018;120;161;188317,00;2459,15;76,41;;
56007;2019;117;168;206037,09;2597,31;77,80;;
56007;2020;115;160;213283,30;2838,54;75,75;;
56007;2021;113;152;259551,50;3259,20;80,34;;
56008;2018;70;2;427269,80;3269,93;128,08;;
56008;2019;70;10;453484,99;3597,34;117,53;;
56008;2020;64;9;434241,00;3743,30;119,18;;
56008;2021;78;6;603837,70;4469,89;134,43;;
56009;2018;15;0;348208,00;3350,33;104,40;;
56009;2019;23;0;299346,83;3221,91;103,00;;
56009;2020;17;0;296778,20;3459,88;88,24;;
56009;2021;24;0;382583,50;4639,33;90,25;;
56010;2018;77;7;124745,80;1388,35;92,18;;
56010;2019;88;15;132127,54;1473,86;93,04;;
56010;2020;82;16;146782,70;1586,31;96,39;;
56010;2021;98;16;182067,20;1856,88;99,02;;
56011;2018;23;0;110144,20;1346,70;81,52;;
56011;2019;34;0;111029,26;1292,35;93,44;;
56011;2020;36;0;122260,10;1434,81;90,89;;
56011;2021;39;0;175181,60;1527,77;117,33;;
56012;2018;20;0;143764,00;1341,70;108,45;;
56012;2019;19;0;187642,11;1556,74;119,32;;
56012;2020;15;1;186914,90;1635,25;121,00;;
56012;2021;11;0;166881,80;2100,46;86,09;;
56013;2018;54;7;256014,50;2518,87;101,31;;
56013;2019;51;3;231379,63;2266,31;102,59;;
56013;2020;71;16;228314,80;2647,84;91,86;;
56013;2021;64;5;293111,70;3043,91;98,13;;
56014;2018;22;0;117283,60;1081,50;110,82;;
56014;2019;25;1;120819,27;1136,54;107,23;;
56014;2020;22;0;125513,60;1240,82;105,23;;
56014;2021;28;0;134512,50;1379,61;100,00;;
56015;2018;27;1;179508,80;1588,79;111,89;;
56015;2019;32;1;172447,58;1746,09;101,61;;
56015;2020;32;0;212019,20;1904,41;111,25;;
56015;2021;25;1;273733,60;2467,00;112,65;;
56017;2018;19;0;107114,80;1254,79;82,95;;
56017;2019;26;2;147945,36;1357,11;106,14;;
56017;2020;36;0;165163,80;1713,50;98,75;;
56017;2021;36;0;172644,20;1775,36;103,50;;
56018;2018;13;2;201444,00;1833,67;106,13;;
56018;2019;17;4;213081,67;2407,57;88,05;;
56018;2020;20;3;204299,70;2192,61;99,57;;
56018;2021;25;3;266503,10;2914,86;90,89;;
56019;2018;7;0;131414,30;1398,86;91,14;;
56019;2019;9;0;87086,67;1305,33;79,78;;
56019;2020;5;0;83620,00;966,20;91,40;;
56019;2021;5;0;89250,00;942,60;94,20;;
56020;2018;16;0;142479,60;1490,56;97,00;;
56020;2019;15;0;125752,00;1252,27;100,60;;
56020;2020;14;0;143427,50;1420,29;95,79;;
56020;2021;9;0;191005,40;1712,11;113,33;;
56021;2018;17;0;184882,40;1865,00;101,24;;
56021;2019;8;0;166875,00;1925,00;93,38;;
56021;2020;23;0;188826,10;1830,70;104,39;;
56021;2021;13;0;233538,50;2128,85;111,92;;
56022;2018;19;0;143600,00;1398,47;103,84;;
56022;2019;19;0;140597,89;1732,47;88,26;;
56022;2020;23;0;184501,80;1624,57;119,96;;
56022;2021;22;0;232142,70;1965,05;116,68;;
56023;2018;55;12;205753,10;2204,21;94,48;;
56023;2019;73;12;235590,94;2099,93;112,67;;
56023;2020;76;9;249426,70;2437,77;104,48;;
56023;2021;60;19;255676,90;2708,68;95,23;;
56024;2018;28;0;74202,21;782,18;93,43;;
56024;2019;24;0;106026,25;1041,29;98,83;;
56024;2020;21;0;125677,40;1352,91;93,90;;
56024;2021;25;0;123155,10;1186,28;106,72;;
56025;2018;5;0;70512,00;747,80;99,40;;
56025;2019;2;0;59000,00;756,00;71,50;;
56025;2020;3;0;53333,33;729,67;75,33;;
56025;2021;3;0;79500,00;611,00;128,67;;
56026;2018;34;0;101352,90;1096,97;94,29;;
56026;2019;47;1;105178,54;1115,50;99,56;;
56026;2020;31;1;115316,90;1293,53;90,53;;
56026;2021;34;0;118758,90;1126,32;105,24;;
56027;2018;9;0;183555,60;1706,33;91,11;;
56027;2019;6;0;84100,00;929,67;87,50;;
56027;2020;14;0;107845,00;1258,36;89,00;;
56027;2021;13;0;94093,08;1033,92;93,77;;
56028;2018;19;0;136669,70;1274,79;103,58;;
56028;2019;30;0;143081,23;1412,97;97,00;;
56028;2020;20;0;115192,80;1382,60;78,95;;
56028;2021;32;0;159796,10;1622,13;95,38;;
56029;2018;15;0;142966,70;1545,93;86,13;;
56029;2019;13;0;204615,38;1669,23;123,31;;
56029;2020;6;0;214166,70;2085,00;103,33;;
56029;2021;6;0;172200,00;2055,00;82,00;;
56030;2018;12;1;177815,40;2029,39;102,08;;
56030;2019;16;0;164875,00;2002,69;89,50;;
56030;2020;21;1;180815,90;2368,14;87,64;;
56030;2021;18;0;198073,90;2471,61;84,72;;
56031;2018;48;1;132792,20;1601,80;89,80;;
56031;2019;46;1;145945,53;1506,96;95,55;;
56031;2020;51;0;197224,40;1747,08;115,76;;
56031;2021;50;0;195681,80;1865,38;104,56;;
56032;2018;14;0;92235,86;1121,14;81,86;;
56032;2019;35;0;116080,57;1215,06;95,00;;
56032;2020;16;0;124078,80;1372,81;88,13;;
56032;2021;20;0;116424,10;1253,75;96,30;;
56033;2018;41;0;108762,60;1290,07;89,59;;
56033;2019;46;1;106093,79;1078,91;98,83;;
56033;2020;56;2;104438,40;1163,14;90,24;;
56033;2021;48;0;112587,80;1220,98;88,50;;
56034;2018;94;119;283904,10;4020,98;73,72;;
56034;2019;113;140;288646,09;4139,77;73,69;;
56034;2020;94;129;315414,50;4641,57;70,91;;
56034;2021;99;107;354843,00;5068,70;77,76;;
56035;2018;11;0;111345,50;1095,27;105,82;;
56035;2019;9;0;118888,89;1290,44;90,78;;
56035;2020;13;0;130157,70;1226,46;101,38;;
56035;2021;9;0;82447,56;1023,11;84,56;;
56036;2018;44;6;164213,00;1650,68;102,50;;
56036;2019;59;8;191178,16;1851,39;106,55;;
56036;2020;70;9;202207,90;1898,89;106,01;;
56036;2021;54;14;241993,50;2199,91;110,28;;
56039;2018;14;0;141940,70;1481,93;97,93;;
56039;2019;25;0;153432,80;1445,64;111,04;;
56039;2020;15;0;120471,30;1579,27;92,40;;
56039;2021;14;1;190375,70;1610,73;121,67;;
56040;2018;42;1;183100,00;1971,49;103,63;;
56040;2019;29;0;154637,93;1536,24;100,14;;
56040;2020;40;2;183444,00;1743,43;107,90;;
56040;2021;45;0;219471,30;2120,80;106,36;;
56041;2018;48;0;103410,50;1124,21;95,71;;
56041;2019;40;0;110635,00;1151,68;97,83;;
56041;2020;40;2;110938,10;1389,26;81,64;;
56041;2021;47;1;118436,60;1578,63;85,85;;
56042;2018;18;0;160376,10;1507,78;109,00;;
56042;2019;20;0;111900,00;1225,50;94,70;;
56042;2020;20;0;175973,30;1844,60;95,35;;
56042;2021;27;0;220411,00;2055,74;106,81;;
56043;2018;9;0;84111,11;1609,78;76,22;;
56043;2019;14;0;96582,14;862,00;112,86;;
56043;2020;13;0;111685,20;1107,46;106,85;;
56043;2021;9;0;130622,20;1411,44;97,89;;
56044;2018;6;0;89632,83;973,17;86,83;;
56044;2019;8;0;109000,00;1128,38;99,13;;
56044;2020;7;0;120247,70;1125,00;103,71;;
56044;2021;13;0;151827,70;1200,15;115,08;;
56045;2018;10;0;142740,00;1430,10;101,10;;
56045;2019;11;0;117227,27;1448,82;83,18;;
56045;2020;8;0;149125,00;1404,38;98,00;;
56045;2021;5;0;220816,00;2382,60;92,60;;
56046;2018;46;1;343279,80;2754,36;124,15;;
56046;2019;40;0;289811,43;2620,78;112,13;;
56046;2020;40;1;354364,80;3031,39;122,80;;
56046;2021;71;0;454767,00;3566,70;130,68;;
56047;2018;17;0;99489,41;955,71;105,00;;
56047;2019;17;0;112362,65;1067,94;102,82;;
56047;2020;12;0;95250,00;922,08;102,17;;
56047;2021;28;0;110781,40;1220,89;92,50;;
56048;2018;14;0;67035,71;833,93;81,21;;
56048;2019;23;0;76514,00;850,35;88,52;;
56048;2020;14;0;109335,70;1414,93;86,79;;
56048;2021;27;1;87394,11;1045,25;86,36;;
56050;2018;6;0;133816,70;1377,33;90,33;;
56050;2019;7;0;147497,14;1464,29;102,57;;
56050;2020;14;0;168313,50;1636,36;113,43;;
56050;2021;14;0;167685,70;1541,50;109,07;;
56051;2018;10;0;52250,00;818,30;67,70;;
56051;2019;12;0;130677,50;1342,92;93,33;;
56051;2020;22;0;125111,40;1438,27;89,82;;
56051;2021;12;0;113958,30;1097,92;103,25;;
56052;2018;65;30;213717,30;3116,38;75,71;;
56052;2019;77;43;226570,93;3525,58;70,37;;
56052;2020;60;30;250098,70;3776,71;74,49;;
56052;2021;76;21;330194,90;4062,95;84,27;;
56053;2018;73;11;164266,30;1751,43;95,07;;
56053;2019;71;7;199337,05;1795,14;111,29;;
56053;2020;89;8;197859,80;1912,10;105,95;;
56053;2021;84;7;220712,80;2275,24;99,54;;
56054;2018;66;15;205048,70;2661,48;85,26;;
56054;2019;72;22;209460,20;2527,09;84,98;;
56054;2020;47;17;215906,00;2930,27;80,69;;
56054;2021;58;17;270707,50;3478,69;81,31;;
56055;2018;33;25;210594,80;2742,85;78,81;;
56055;2019;36;21;223489,47;2835,42;85,88;;
56055;2020;47;24;235324,00;2876,70;88,44;;
56055;2021;39;22;250199,30;3218,77;86,46;;
56056;2018;3;0;28500,00;602,67;48,67;;
56056;2019;5;0;96990,00;1018,40;94,80;;
56056;2020;4;0;115875,00;691,25;145,75;;
56056;2021;5;0;138680,00;1045,40;135,80;;
56057;2018;43;1;78405,68;913,27;87,20;;
56057;2019;45;4;98449,76;1196,59;85,27;;
56057;2020;60;2;113051,80;1178,40;91,73;;
56057;2021;81;2;128103,00;1405,59;97,87;;
56058;2018;53;0;155987,50;1588,77;100,09;;
56058;2019;48;1;169724,49;1678,29;101,22;;
56058;2020;45;0;178877,60;1991,58;97,60;;
56058;2021;39;2;208809,80;2178,95;98,83;;
56060;2018;7;0;120855,70;1209,57;106,29;;
56060;2019;14;0;125766,79;1185,50;108,86;;
56060;2020;17;0;114739,60;1090,24;102,71;;
56060;2021;15;0;91349,93;1155,60;80,07;;
56061;2018;42;0;110627,90;1171,48;95,86;;
56061;2019;57;0;117252,54;1284,65;91,67;;
56061;2020;54;0;127554,70;1500,06;96,30;;
56061;2021;67;1;127027,50;1416,13;91,69;;
56062;2018;21;1;198159,10;2508,82;83,23;;
56062;2019;22;2;204715,83;2214,00;92,75;;
56062;2020;17;2;181742,40;2525,47;77,37;;
56062;2021;15;1;303576,20;3614,69;90,69;;
56063;2018;31;0;196445,30;1809,03;111,45;;
56063;2019;26;1;230542,78;2031,59;113,07;;
56063;2020;29;3;217910,90;2011,31;110,81;;
56063;2021;28;1;252161,10;2361,55;112,55;;
56065;2018;6;0;173750,00;1692,50;101,67;;
56065;2019;8;0;164662,50;1340,75;124,25;;
56065;2020;9;0;182300,00;1617,11;115,33;;
56065;2021;7;0;203785,70;1769,29;118,00;;
56066;2018;51;1;84912,00;925,67;91,02;;
56066;2019;71;1;86839,44;957,56;91,86;;
56066;2020;64;0;91598,12;993,80;97,36;;
56066;2021;105;4;107384,80;1133,27;96,01;;
56067;2018;60;1;186849,90;1747,21;110,67;;
56067;2019;61;1;227801,77;2017,53;117,18;;
56067;2020;60;4;241003,10;2259,03;111,11;;
56067;2021;89;6;275660,50;2293,15;121,82;;
56068;2018;3;0;42666,67;708,67;52,33;;
56068;2019;3;0;113966,67;942,67;128,67;;
56068;2020;7;0;131507,10;1067,43;133,86;;
56068;2021;3;0;84847,00;917,00;91,00;;
56069;2018;69;0;229422,10;2716,29;86,93;;
56069;2019;85;6;224306,05;3071,99;80,71;;
56069;2020;57;3;297204,60;3740,55;81,17;;
56069;2021;58;2;281996,30;3873,43;80,57;;
56070;2018;33;0;80267,82;929,06;88,39;;
56070;2019;41;0;115635,61;1144,66;98,22;;
56070;2020;42;0;122924,70;1394,19;92,69;;
56070;2021;46;0;123103,10;1340,13;92,85;;
56071;2018;16;0;107479,40;1118,38;100,19;;
56071;2019;9;0;85013,11;1245,33;76,11;;
56071;2020;11;0;98345,45;1160,73;87,18;;
56071;2021;10;0;169815,00;1608,20;108,40;;
56072;2018;4;0;80000,00;892,25;100,50;;
56072;2019;9;0;73733,33;1104,89;73,44;;
56072;2020;5;0;66416,00;855,20;81,60;;
56072;2021;11;0;106589,50;1105,64;89,18;;
56073;2018;21;1;73018,36;807,23;91,64;;
56073;2019;27;0;83885,56;859,85;98,07;;
56073;2020;31;0;69954,84;842,87;88,42;;
56073;2021;40;0;100387,80;1057,85;97,95;;
56074;2018;15;0;145386,40;1403,80;106,47;;
56074;2019;19;0;114417,21;1287,47;96,42;;
56074;2020;25;0;135938,20;1317,96;106,00;;
56074;2021;25;0;151992,00;1540,72;99,36;;
56075;2018;50;5;127036,40;1225,95;104,40;;
56075;2019;65;16;107563,83;1288,58;85,56;;
56075;2020;68;8;137872,10;1393,29;100,20;;
56075;2021;51;3;138343,50;1433,41;97,48;;
56076;2018;13;0;98141,15;933,54;109,77;;
56076;2019;16;0;92118,75;1008,50;92,13;;
56076;2020;26;0;118907,70;1117,42;104,12;;
56076;2021;36;0;120580,00;1266,61;92,53;;
56077;2018;9;0;144555,60;1508,11;96,33;;
56077;2019;8;0;146914,13;1871,00;81,50;;
56077;2020;10;0;170105,00;1962,70;93,60;;
56077;2021;12;0;240341,70;2110,50;113,17;;
56078;2018;133;92;183890,50;2317,93;82,36;;
56078;2019;139;62;213133,08;2530,01;89,68;;
56078;2020;159;65;235893,10;2771,79;89,14;;
56078;2021;149;66;270237,20;3169,61;88,87;;
56079;2018;21;0;97539,62;1202,43;80,52;;
56079;2019;20;0;106780,10;1173,55;88,45;;
56079;2020;24;0;108295,80;1125,33;91,21;;
56079;2021;21;0;119967,10;1446,48;87,52;;
56080;2018;30;0;76115,80;955,40;80,00;;
56080;2019;30;0;79300,17;946,23;89,17;;
56080;2020;19;0;103220,60;993,89;103,37;;
56080;2021;33;2;99718,66;1128,63;88,03;;
56081;2018;22;0;87545,45;985,00;91,68;;
56081;2019;31;0;87271,19;958,81;93,90;;
56081;2020;62;0;95869,08;1025,32;96,05;;
56081;2021;49;0;92682,06;1022,82;92,49;;
56082;2018;6;0;80908,33;1131,17;79,00;;
56082;2019;4;0;74750,00;873,25;80,25;;
56082;2020;10;0;105475,00;1086,40;90,50;;
56082;2021;5;0;126700,00;1520,00;89,20;;
56083;2018;161;91;140771,40;1665,02;86,48;;
56083;2019;174;94;143251,53;1747,09;82,13;;
56083;2020;163;110;162480,30;1937,12;85,28;;
56083;2021;158;119;172465,90;2108,76;82,14;;
56084;2018;9;0;219861,20;2270,22;97,67;;
56084;2019;24;0;261721,08;2294,92;114,04;;
56084;2020;13;0;262261,50;2479,54;107,38;;
56084;2021;15;0;294534,00;2995,47;96,60;;
56085;2018;2;0;550500,00;7329,50;77,50;;
56085;2019;1;0;250000,00;7812,00;32,00;;
56085;2020;1;0;380000,00;6230,00;61,00;;
56085;2021;2;0;370000,00;5093,50;73,50;;
56086;2018;2;1;271666,70;6097,33;45,33;;
56086;2019;3;0;449166,67;4701,00;96,67;;
56086;2020;2;0;208890,00;3299,50;63,00;;
